age,job,marital,education,default,balance,housing,loan,month,duration,campaign,previous,poutcome,y
56,1,0,0,0,3021,0,0,6,419,2,0,3,0
43,4,0,2,0,388,1,0,8,2087,2,0,3,1
28,1,2,1,0,3412,1,0,8,22,4,0,3,0
54,1,1,1,0,1291,1,0,8,266,1,0,3,0
37,9,0,1,0,79,0,0,5,191,1,0,3,0
59,6,1,2,0,2013,0,0,3,222,4,2,2,1
58,1,0,1,0,543,0,1,5,264,3,0,3,0
56,4,0,2,0,1016,1,0,6,184,5,0,3,0
32,1,2,1,0,604,0,1,8,95,3,0,3,0
42,4,2,2,0,525,0,0,1,127,2,0,3,0
52,5,0,0,0,353,0,0,5,395,4,0,3,0
46,4,1,2,0,964,1,0,0,174,1,0,3,0
37,0,1,2,0,3913,1,0,0,124,1,0,3,1
39,1,1,0,0,879,1,0,8,102,2,0,3,0
31,0,1,1,0,314,1,0,0,279,1,0,3,0
59,3,1,0,0,0,0,0,1,76,11,0,3,0
38,1,1,1,0,1370,1,0,8,472,2,0,3,0
58,4,1,1,0,37,0,0,1,84,11,0,3,0
34,4,2,2,0,673,1,1,9,271,1,1,0,0
40,7,1,1,0,-342,1,0,8,754,1,0,3,0
20,8,2,1,0,291,0,0,8,172,5,5,0,0
34,9,1,1,0,209,1,1,0,375,2,0,3,0
31,9,2,2,0,438,1,0,1,130,2,0,3,0
39,0,2,1,0,1242,1,0,8,303,3,0,3,0
34,2,1,2,0,355,1,0,8,261,1,0,3,0
24,1,1,1,0,204,1,1,0,229,3,0,3,0
41,4,1,2,0,10758,1,0,6,288,1,0,3,0
40,4,1,2,0,5,1,0,9,219,3,0,3,0
45,9,2,1,0,410,1,0,8,891,4,0,3,1
36,4,1,2,0,605,1,0,8,204,1,0,3,0
53,4,1,2,0,4,0,0,6,19,6,0,3,0
23,8,2,1,0,8494,0,0,1,158,2,0,3,0
42,2,1,0,0,198,1,0,8,314,1,0,3,0
48,1,1,1,0,841,1,0,8,215,1,0,3,0
34,4,1,2,0,8,0,0,1,169,4,0,3,0
36,0,1,1,0,470,1,0,5,101,4,0,3,0
43,5,1,1,0,520,1,0,8,15,13,0,3,0
36,1,1,1,0,439,1,0,8,260,5,0,3,0
49,1,1,1,0,-454,1,0,8,558,1,0,3,1
55,5,1,1,0,466,0,0,6,287,4,0,3,0
53,5,1,1,0,665,1,0,0,371,2,0,3,1
42,9,1,1,0,994,1,0,1,149,1,5,0,1
45,0,1,1,0,5346,1,1,10,187,1,0,3,1
31,1,1,1,0,1243,1,0,8,32,1,0,3,0
32,0,1,2,0,0,1,0,8,138,1,0,3,0
36,1,1,1,0,2357,1,0,6,228,2,0,3,0
56,5,1,1,0,1044,0,0,5,353,2,0,3,1
46,0,1,1,0,1069,1,0,8,45,2,0,3,0
41,3,2,1,0,231,0,0,5,76,2,0,3,0
31,0,1,1,0,0,1,1,8,144,2,0,3,0
32,9,1,1,0,266,1,0,1,168,2,0,3,0
38,4,1,2,0,-70,1,0,4,140,1,3,1,0
49,5,2,0,0,25824,0,0,6,94,1,0,3,0
46,4,2,0,0,538,0,0,6,118,3,0,3,0
29,9,2,1,0,534,1,0,8,382,1,0,3,0
36,0,1,3,0,2323,0,0,9,111,1,0,3,0
38,0,1,1,0,1852,1,0,8,298,2,0,3,0
53,9,1,1,0,2647,1,0,8,121,1,0,3,0
43,4,1,2,0,2767,1,0,8,317,7,0,3,0
41,4,1,2,0,176,1,1,8,42,1,0,3,0
42,4,2,1,0,9720,0,0,1,81,2,0,3,0
55,1,0,1,0,1613,1,0,0,296,1,3,0,1
39,0,0,1,0,2903,1,1,5,259,2,0,3,0
30,0,2,1,0,81,1,0,1,121,6,3,1,0
41,1,1,1,0,780,1,0,8,432,3,0,3,0
44,10,1,2,0,178,0,0,1,126,2,0,3,0
58,4,1,2,0,299,0,0,5,120,4,0,3,0
35,5,1,0,0,285,1,0,4,136,1,0,3,0
27,1,1,1,0,872,1,0,0,1130,3,0,3,0
34,7,1,1,0,1337,0,0,2,330,2,3,2,1
25,7,1,1,0,72,1,0,5,305,2,0,3,0
36,1,1,1,0,0,0,0,6,332,3,0,3,0
38,1,1,1,0,-388,1,0,8,412,1,0,3,0
30,0,1,1,0,11,1,0,8,157,1,0,3,0
47,1,0,1,1,-535,1,0,5,71,2,0,3,0
41,7,0,1,0,787,1,0,8,297,2,0,3,0
36,4,2,2,0,3343,0,0,9,307,1,0,3,0
63,2,1,1,0,3904,0,0,1,250,2,2,2,1
23,4,2,2,0,736,1,0,0,119,1,0,3,0
32,4,1,2,0,1390,0,0,1,116,2,0,3,0
57,5,1,0,0,808,0,0,5,274,1,0,3,0
48,4,1,2,0,1147,0,0,1,389,1,2,2,1
49,7,1,1,0,1122,0,0,1,143,1,0,3,0
50,9,1,1,0,-568,1,1,8,860,2,0,3,0
33,1,1,0,0,1165,1,0,8,420,2,0,3,0
53,7,0,1,0,-905,1,0,8,213,1,0,3,0
30,10,1,2,0,0,1,0,9,756,1,0,3,0
38,9,1,1,0,740,0,0,1,259,3,0,3,0
44,4,1,1,0,8262,1,0,5,201,16,0,3,0
39,0,2,1,0,14,1,1,8,19,9,0,3,0
45,9,2,3,0,7108,1,1,9,53,1,3,0,0
36,1,1,1,0,1049,1,0,8,224,4,0,3,1
38,1,1,1,0,0,1,0,8,57,5,1,1,0
36,3,1,1,0,419,1,0,8,251,1,0,3,0
30,4,2,2,0,726,1,0,0,39,1,3,0,0
28,9,0,2,0,594,1,1,6,54,3,0,3,0
26,10,1,2,0,454,1,1,8,28,18,0,3,0
54,11,1,1,0,2206,0,0,9,104,1,2,1,1
38,0,1,2,0,1988,0,0,7,164,2,2,0,1
32,9,2,2,0,0,0,0,1,268,2,0,3,0
50,0,0,1,0,202,0,1,9,148,1,0,3,0
43,1,1,1,0,667,1,0,8,228,3,0,3,0
48,0,1,1,0,112,0,0,1,139,5,0,3,0
57,3,1,0,0,50,0,0,1,89,3,0,3,0
64,3,1,0,0,768,0,0,5,250,2,1,2,0
26,7,0,1,0,74,1,0,8,106,6,0,3,0
33,1,1,1,0,661,1,0,5,968,1,0,3,1
50,6,1,1,0,3025,0,1,1,168,3,0,3,0
47,6,1,2,0,751,0,0,5,408,14,0,3,0
39,4,2,2,0,416,0,0,10,56,4,0,3,0
52,7,1,0,0,14,0,1,5,55,5,0,3,0
31,1,2,0,0,-502,1,0,8,76,4,0,3,0
50,1,1,0,0,0,0,0,1,72,5,0,3,0
47,9,1,1,0,599,1,0,1,99,3,0,3,0
30,4,2,2,0,-218,1,0,1,13,15,0,3,0
32,9,2,2,0,1012,0,0,0,178,1,0,3,0
36,9,1,1,0,300,0,0,6,287,1,0,3,0
46,9,1,2,0,217,1,0,8,141,1,2,1,0
45,4,0,2,0,2096,0,0,9,127,1,2,0,0
37,9,2,1,0,0,0,0,1,69,2,0,3,0
58,3,1,0,0,5278,1,0,6,763,4,0,3,0
59,4,1,2,0,1831,0,0,3,122,1,1,0,0
28,4,1,2,0,1480,1,0,8,143,1,0,3,0
48,4,1,2,0,7289,1,0,3,316,3,0,3,0
55,1,1,3,0,1665,0,0,5,89,2,0,3,0
37,1,2,0,0,851,1,0,8,151,1,1,0,0
41,4,1,2,0,2885,0,0,9,40,1,0,3,0
35,1,1,1,0,137,0,1,10,5,1,12,0,0
34,1,2,1,0,1239,1,0,5,90,1,0,3,0
43,4,2,2,0,146,0,0,9,50,1,5,1,0
59,9,1,1,0,1,0,0,0,159,2,3,0,1
50,1,0,0,0,-10,0,1,5,369,6,0,3,0
37,9,1,1,0,480,0,0,10,344,2,8,1,1
35,9,1,1,0,2789,1,0,11,256,2,1,0,0
50,9,2,1,0,3897,0,0,10,298,1,0,3,0
36,9,0,1,0,487,0,1,1,268,3,0,3,0
41,0,1,1,0,5110,1,0,0,231,1,0,3,0
28,4,1,2,0,318,1,0,8,4,4,0,3,0
42,9,2,2,0,-411,1,0,8,78,5,3,0,0
60,5,1,1,0,4820,0,0,6,419,1,0,3,0
28,4,2,2,0,4937,1,0,8,421,3,0,3,0
48,2,1,1,0,725,0,1,5,105,1,0,3,0
51,2,1,2,0,5403,0,0,6,42,1,0,3,0
32,9,1,2,0,4089,0,0,8,114,7,3,0,0
35,9,1,2,0,188,0,0,1,286,2,0,3,0
37,9,1,3,0,189,0,0,10,238,1,2,2,1
38,1,0,1,0,2998,1,0,6,91,1,0,3,0
77,5,1,1,0,610,0,0,1,766,3,0,3,0
32,4,2,3,0,787,0,0,4,92,1,0,3,0
43,9,0,1,0,167,0,0,1,211,3,0,3,0
36,4,2,2,0,243,1,0,8,160,2,3,0,0
29,4,1,2,0,877,0,0,3,166,3,0,3,0
32,0,2,1,0,2817,1,0,9,195,1,0,3,0
41,4,0,2,0,4567,1,1,5,106,1,0,3,0
26,7,2,1,0,127,1,1,5,85,3,0,3,0
34,1,1,0,0,176,0,0,5,78,1,0,3,0
57,5,1,2,0,0,1,1,8,648,1,0,3,1
36,7,2,1,0,1482,1,0,9,177,2,1,1,0
42,1,1,1,0,3052,1,0,8,32,1,0,3,0
35,9,0,1,0,56,0,0,1,24,12,0,3,0
52,2,0,0,0,278,1,0,8,688,2,0,3,0
36,4,2,2,0,3875,1,0,8,21,5,0,3,0
46,9,1,1,0,-337,1,0,8,112,1,0,3,0
60,4,0,2,0,366,0,0,6,593,1,0,3,1
57,3,1,0,0,501,1,1,1,59,2,0,3,0
48,4,1,2,0,998,1,0,4,121,3,0,3,0
59,6,1,0,0,0,1,0,5,97,2,0,3,0
39,4,1,2,0,246,0,0,1,86,2,0,3,0
44,1,1,1,0,-182,1,1,8,10,10,0,3,0
27,4,2,2,0,446,0,0,6,205,3,0,3,0
59,5,1,1,0,1173,0,0,6,77,2,0,3,0
36,9,0,1,0,5957,1,0,9,138,2,0,3,0
44,0,1,1,0,205,0,0,9,289,1,0,3,1
50,0,1,1,0,0,0,0,1,86,4,0,3,0
41,4,0,2,0,369,1,0,1,9,3,0,3,0
47,0,1,1,0,1934,0,1,8,225,1,1,0,0
32,9,2,2,0,259,0,0,5,407,4,0,3,0
38,1,1,1,0,284,1,1,6,1030,6,0,3,0
55,1,1,3,0,23,0,0,1,123,2,0,3,0
38,4,2,2,0,1373,0,0,10,119,4,0,3,0
31,4,2,2,0,62,1,0,8,175,1,5,0,0
38,1,0,1,0,157,0,0,6,299,5,0,3,0
29,10,2,2,0,991,0,0,3,563,1,0,3,0
55,7,1,1,0,186,1,1,8,241,1,0,3,0
35,10,1,1,0,977,1,0,8,52,4,1,1,0
40,6,2,2,0,2893,0,0,6,76,3,0,3,0
34,1,1,1,0,1897,1,1,9,441,1,0,3,0
32,9,2,2,0,5514,0,0,0,319,1,1,2,1
33,1,1,1,0,889,1,0,11,13,1,6,2,0
33,4,1,2,0,273,1,0,8,803,1,0,3,1
37,0,1,1,0,1193,0,0,8,396,2,0,3,0
58,4,1,2,0,2729,0,0,6,188,1,0,3,0
36,0,2,1,0,0,0,0,0,637,1,0,3,0
42,1,1,1,0,230,1,0,6,175,7,0,3,0
34,9,2,1,0,2729,1,0,0,945,1,1,2,0
35,4,1,2,0,317,1,0,8,162,3,0,3,0
60,3,1,0,0,517,0,0,6,1178,3,0,3,0
50,4,1,2,0,-470,1,0,8,506,2,3,0,0
28,6,2,2,0,4579,0,0,4,409,2,0,3,1
27,1,0,1,0,1,1,0,5,116,3,0,3,0
37,4,1,2,0,5106,0,0,0,244,1,0,3,1
31,9,1,2,0,636,1,0,8,352,4,0,3,1
34,7,1,1,0,1076,0,0,8,152,1,6,2,1
38,4,1,2,0,126,1,0,8,164,2,0,3,0
32,6,1,1,0,-33,1,0,8,234,3,0,3,0
37,9,1,1,0,430,0,0,1,154,4,0,3,0
33,0,1,1,0,-6,1,0,8,566,2,0,3,0
71,9,1,2,0,383,0,0,10,327,2,3,2,0
27,9,1,1,0,130,1,0,8,265,3,0,3,0
38,1,1,0,0,2569,0,0,6,172,1,0,3,0
34,9,2,1,0,201,0,0,5,257,2,0,3,0
54,5,0,2,0,0,0,0,8,618,1,0,3,1
30,1,1,1,0,6,1,0,4,241,3,0,3,0
35,2,2,1,0,475,0,1,5,936,4,0,3,0
33,1,2,1,0,706,1,0,0,329,1,1,0,0
36,4,1,1,0,1825,1,0,8,24,1,1,0,0
59,6,1,2,0,185,0,0,6,177,5,1,0,0
72,1,1,0,0,4415,0,0,10,120,1,0,3,0
64,4,1,2,0,679,0,0,0,135,3,0,3,0
53,9,0,1,0,320,0,0,5,175,1,0,3,0
35,4,2,2,0,2988,1,0,8,179,1,0,3,0
58,6,1,1,0,1407,1,0,8,58,1,0,3,0
40,9,1,1,0,1270,0,0,0,342,2,0,3,0
41,7,0,1,0,654,1,0,8,139,2,0,3,0
48,5,1,0,0,5173,1,0,6,88,8,0,3,0
44,2,1,2,0,3463,1,1,1,210,3,0,3,0
39,1,1,3,0,0,0,0,3,731,1,3,0,0
61,4,1,2,0,6016,0,0,3,670,3,0,3,1
36,2,1,0,0,177,1,0,8,63,5,0,3,0
28,4,1,2,0,3694,0,1,5,70,2,0,3,0
58,5,2,1,0,1640,0,1,3,72,6,4,0,0
60,0,0,1,0,174,1,0,8,241,1,1,0,0
66,0,2,1,0,10177,0,0,8,272,4,0,3,0
36,4,2,2,0,490,0,0,1,207,8,1,0,1
49,6,1,1,0,2576,1,0,8,64,6,0,3,0
40,7,1,1,0,0,0,0,6,543,2,0,3,0
23,9,2,1,0,598,0,0,0,166,1,0,3,0
29,4,2,2,0,15459,0,0,8,245,3,7,2,0
44,1,1,0,0,271,1,1,8,94,1,0,3,0
54,11,1,3,0,2508,0,0,6,34,8,0,3,0
47,1,1,0,0,320,0,0,5,203,2,0,3,0
33,0,1,2,0,640,0,0,5,318,1,0,3,0
30,6,1,1,0,1772,1,0,0,158,4,0,3,0
27,0,2,1,0,15,0,1,5,177,1,0,3,0
49,4,0,2,0,2370,1,1,9,56,1,2,1,0
27,7,2,1,0,201,1,0,6,172,2,0,3,0
51,1,1,1,0,160,1,0,8,136,1,1,0,0
32,0,0,1,1,5,1,1,8,82,3,2,1,0
30,1,2,1,0,75,1,0,8,123,1,0,3,0
33,0,1,1,0,4902,1,0,9,110,1,0,3,0
27,1,2,0,0,-79,1,0,8,385,5,0,3,0
75,5,0,1,0,1341,0,0,2,415,7,0,3,1
37,7,0,1,0,490,1,0,3,73,1,0,3,0
36,9,2,1,0,1521,1,0,6,243,2,0,3,0
37,1,1,1,0,131,1,0,8,137,2,0,3,0
35,4,1,2,0,8,1,0,8,55,4,0,3,0
32,7,1,1,0,-632,1,1,0,18,5,0,3,0
32,0,2,1,0,116,0,1,5,255,2,0,3,0
35,0,1,0,0,189,1,0,8,95,1,0,3,0
31,1,1,0,0,2,1,1,5,112,1,0,3,0
28,1,2,1,0,4229,1,1,8,205,2,0,3,0
27,7,1,1,0,54,1,0,8,97,1,1,0,0
22,8,2,3,0,549,0,0,11,154,1,0,3,0
35,1,1,0,0,298,1,0,8,135,2,2,0,0
69,5,1,0,0,579,0,0,1,230,1,0,3,0
37,2,2,2,0,1467,1,1,9,349,1,0,3,0
45,0,2,1,0,0,1,0,8,38,1,0,3,0
47,4,1,2,0,109,1,0,5,268,1,0,3,0
52,4,1,2,0,-11,1,0,8,94,4,0,3,0
33,7,1,1,0,90,1,0,5,263,2,0,3,0
60,1,1,0,0,493,0,0,1,671,4,0,3,1
33,4,0,1,0,1897,1,1,6,197,1,0,3,0
44,0,1,1,0,2403,1,0,4,180,2,0,3,0
38,2,1,1,0,868,0,0,9,452,2,0,3,0
54,2,1,1,0,653,1,0,8,352,1,0,3,0
32,10,0,0,0,0,0,0,5,175,4,0,3,0
33,9,1,1,0,0,1,1,9,163,2,0,3,0
55,7,0,1,0,218,1,0,8,200,2,0,3,0
51,1,1,0,0,5050,0,1,6,75,7,0,3,0
48,1,1,1,0,741,1,0,0,227,1,0,3,0
37,7,2,1,0,1050,1,0,3,586,3,0,3,0
33,7,2,1,0,-56,0,1,5,119,5,0,3,0
30,1,1,0,0,1,1,1,5,80,2,0,3,0
43,1,1,0,0,-98,1,1,8,112,2,3,1,0
49,9,1,1,0,4667,1,0,8,130,2,0,3,0
54,10,1,0,0,541,1,0,3,237,3,0,3,0
31,10,1,2,0,7744,0,0,1,377,8,0,3,0
54,11,1,3,0,895,0,0,10,335,1,0,3,1
36,10,1,1,0,-129,1,0,5,121,3,0,3,0
30,0,1,1,0,0,0,0,5,127,5,0,3,0
27,9,2,1,0,158,0,0,5,650,2,0,3,1
30,0,1,1,0,122,1,0,8,107,1,0,3,0
30,1,1,1,0,673,1,0,8,610,2,0,3,0
35,9,0,1,0,0,0,0,1,124,4,0,3,0
33,7,0,1,0,411,1,0,8,216,1,0,3,0
43,1,0,0,0,-97,1,1,5,747,4,0,3,0
41,1,1,1,0,-217,1,0,8,313,1,3,1,0
41,4,0,2,0,5037,0,0,0,252,9,5,1,1
46,0,0,1,0,2232,0,0,3,121,1,0,3,1
54,1,1,1,0,-932,1,0,8,799,1,0,3,0
32,4,1,2,0,913,1,0,6,883,1,4,0,0
30,9,2,2,0,236,1,0,8,197,1,0,3,0
40,2,1,0,0,0,1,0,5,271,2,0,3,0
30,1,1,0,0,2581,0,0,8,221,2,0,3,0
27,0,1,1,0,639,0,1,5,243,3,0,3,0
41,1,1,0,0,849,1,0,8,72,1,0,3,0
54,7,1,1,0,386,1,0,1,155,2,0,3,0
32,4,2,2,0,1218,1,0,4,70,2,0,3,0
31,4,1,2,0,2603,1,0,3,280,4,0,3,1
42,1,1,1,0,-921,1,0,8,115,2,0,3,0
48,0,1,0,0,607,0,0,6,29,2,0,3,0
34,1,1,0,0,79,1,0,8,406,2,0,3,0
55,9,0,1,0,61,1,1,1,113,3,0,3,0
49,9,1,1,0,1091,0,0,5,47,2,0,3,0
46,4,0,2,0,743,0,0,6,36,2,0,3,0
47,2,1,3,0,209,1,0,8,135,2,0,3,0
24,4,2,2,0,172,0,0,5,67,2,0,3,0
58,2,1,1,0,2,0,0,6,684,1,0,3,0
32,4,2,2,0,41,0,0,1,686,5,0,3,1
25,8,2,1,0,1116,1,0,7,170,3,0,3,0
49,1,1,1,0,-55,0,0,6,150,3,0,3,0
59,5,0,1,0,5845,0,0,8,1060,2,0,3,1
30,4,2,2,0,329,1,0,6,122,16,0,3,0
46,1,1,1,0,494,1,0,8,724,1,0,3,0
42,4,1,3,0,1519,0,0,10,230,1,1,2,1
37,2,1,2,0,2685,0,0,6,187,2,0,3,0
44,1,1,0,0,-14,1,1,8,179,4,0,3,0
49,7,1,1,0,5673,0,1,1,357,3,0,3,0
41,1,1,1,0,1459,0,0,6,82,1,0,3,0
48,9,1,2,0,0,0,0,1,176,15,0,3,0
31,4,1,1,0,625,1,0,0,424,1,1,0,0
37,8,1,3,0,0,0,0,6,115,1,0,3,0
51,7,1,1,0,867,1,0,3,177,2,3,0,0
80,5,1,1,0,8304,0,0,6,712,1,12,0,1
32,4,2,2,0,151,1,0,8,118,1,0,3,0
48,7,1,0,1,-583,1,0,6,25,7,0,3,0
49,1,1,2,0,1784,0,0,6,753,1,0,3,0
30,4,1,2,0,3134,1,0,5,124,1,0,3,0
27,6,2,1,0,49,1,0,4,208,2,0,3,0
34,9,1,1,0,-346,0,0,1,136,4,0,3,0
49,4,1,1,0,1623,1,0,9,1081,2,0,3,1
48,4,1,2,0,60,0,0,8,376,2,7,0,0
40,7,1,1,0,17,0,0,6,78,1,0,3,0
38,1,1,1,0,2008,1,0,9,354,1,0,3,0
46,1,1,0,0,91,1,0,8,29,1,2,0,0
41,2,1,2,0,171,1,0,9,209,1,4,0,0
28,4,2,2,0,1027,1,0,8,433,1,0,3,0
51,7,1,3,0,5801,1,0,8,147,2,0,3,0
33,1,0,0,0,142,1,0,8,41,2,5,0,0
26,4,2,2,0,205,0,0,8,111,1,0,3,0
34,0,2,1,0,852,0,0,0,108,2,0,3,0
27,1,1,1,1,-584,1,0,8,411,2,0,3,0
42,6,1,1,0,97,0,0,5,108,2,0,3,0
45,0,1,1,0,204,1,0,6,224,2,0,3,1
31,9,2,1,0,628,1,0,8,1083,2,0,3,0
32,4,2,2,0,311,0,0,8,757,2,0,3,1
39,1,1,0,0,1564,0,0,6,57,1,0,3,0
26,1,2,1,0,856,1,1,5,95,5,0,3,0
40,4,2,2,0,1509,0,0,7,144,2,1,0,0
52,7,1,1,0,-888,0,0,5,135,1,0,3,0
40,9,2,2,0,226,0,0,4,176,2,0,3,0
48,9,1,1,0,127,0,1,1,524,5,0,3,0
31,7,1,1,0,413,1,0,8,65,1,0,3,0
27,0,1,1,0,710,1,1,8,653,1,2,2,1
47,9,1,1,0,1233,1,0,11,91,1,2,1,1
28,4,2,1,0,171,0,0,7,93,1,0,3,1
40,4,0,2,0,69,1,0,8,503,2,2,0,0
34,0,1,1,0,1499,1,0,0,186,1,2,0,0
29,6,1,2,0,751,1,0,8,121,2,0,3,0
36,4,1,2,0,61,0,1,1,452,2,0,3,0
83,5,1,0,0,425,0,0,6,883,1,1,0,1
55,7,0,0,0,2923,1,0,8,104,2,0,3,0
43,4,0,2,0,99,0,0,4,24,3,0,3,0
23,8,2,1,0,1021,0,0,6,79,9,0,3,0
44,9,1,2,0,1146,0,0,5,178,2,0,3,0
58,1,1,0,0,781,1,0,8,74,2,0,3,0
29,0,2,1,0,1448,0,0,7,217,1,7,1,0
30,4,2,2,0,604,0,1,3,475,1,0,3,0
29,0,2,1,0,-194,1,0,8,127,1,0,3,0
41,9,1,1,0,0,0,0,7,101,1,0,3,0
35,3,1,0,0,0,1,0,5,340,3,0,3,0
31,9,2,1,0,1014,1,0,5,158,4,0,3,0
27,0,2,2,0,73,0,0,4,242,1,0,3,0
47,7,1,1,0,2597,1,0,8,323,1,0,3,0
53,6,1,2,0,2627,1,1,6,18,30,0,3,0
34,4,1,2,0,1906,1,0,5,68,3,0,3,0
34,1,1,0,0,-319,1,1,5,134,4,0,3,0
36,4,1,2,0,-296,1,0,8,113,3,0,3,0
40,9,1,1,0,169,1,0,1,43,4,0,3,0
37,6,2,2,0,556,0,0,6,200,2,0,3,0
65,5,0,3,0,300,0,0,1,245,2,0,3,0
53,9,0,1,0,751,1,0,8,343,4,0,3,0
28,9,2,1,0,126,0,0,7,229,1,0,3,0
33,9,0,2,0,-386,1,0,8,530,1,0,3,0
56,1,1,0,0,379,0,0,1,58,5,0,3,0
45,6,1,1,0,706,0,0,0,78,2,1,2,0
39,9,1,1,0,9121,0,0,6,147,1,0,3,0
28,4,2,2,0,1466,1,0,5,40,1,0,3,0
36,1,1,0,0,0,1,0,9,618,2,0,3,0
41,1,1,0,0,951,1,0,0,23,4,0,3,0
46,0,1,1,0,368,0,0,1,293,1,4,1,1
41,1,1,1,0,121,1,0,8,16,6,5,1,0
59,7,1,1,0,204,0,0,5,286,2,0,3,0
24,0,1,1,0,299,1,0,8,209,1,1,0,0
34,4,1,2,0,4170,1,0,8,935,1,0,3,0
40,1,1,0,0,-335,1,0,8,260,1,0,3,0
42,0,1,1,0,3165,1,0,6,298,4,0,3,0
50,7,1,1,0,254,1,0,0,397,2,1,0,0
25,4,2,2,0,553,1,0,11,113,4,1,0,0
51,7,0,1,0,518,1,0,9,76,1,0,3,0
50,4,1,2,0,85,0,1,6,141,1,0,3,0
37,1,1,3,0,603,1,0,8,773,2,0,3,0
21,7,2,1,0,361,0,0,6,329,1,1,1,0
52,1,1,1,0,-98,1,0,8,423,1,0,3,0
55,5,1,0,0,4424,0,0,1,67,4,0,3,0
26,9,2,1,0,2610,1,1,6,626,1,0,3,0
38,9,1,2,0,3234,0,0,9,578,2,0,3,1
32,1,1,1,0,687,1,0,8,61,1,0,3,0
31,1,1,1,0,631,1,0,8,248,4,0,3,0
34,9,2,1,0,341,0,1,4,136,1,3,0,0
33,9,2,2,0,316,0,0,1,126,3,0,3,0
35,9,1,1,0,2,0,0,4,653,3,0,3,0
44,4,1,3,0,415,1,0,8,7,7,0,3,0
48,4,0,2,0,507,1,0,0,528,1,0,3,0
29,1,1,1,0,912,1,0,8,785,1,0,3,0
50,4,1,2,0,0,0,0,5,243,5,0,3,0
37,1,1,0,0,37,1,0,8,24,2,1,1,0
44,0,2,1,0,2524,0,0,6,82,1,0,3,0
36,10,2,2,0,9019,1,0,6,952,3,0,3,0
49,1,0,3,0,39,1,0,8,27,5,0,3,0
31,1,1,1,0,0,1,0,8,143,1,0,3,0
49,9,0,1,0,265,1,0,8,274,6,0,3,0
35,1,2,1,0,0,1,0,0,1174,1,4,1,1
57,0,0,3,0,4012,0,0,9,915,1,0,3,0
42,1,1,0,0,1520,1,0,3,115,1,0,3,0
36,1,0,1,0,-140,1,0,8,222,2,0,3,0
75,5,0,0,0,852,0,0,7,341,1,0,3,0
38,1,2,1,0,578,1,0,8,112,2,0,3,0
40,1,1,0,1,0,1,0,8,64,2,0,3,0
38,7,2,1,0,2253,1,0,8,937,3,0,3,1
34,4,2,2,0,1171,1,0,5,129,1,0,3,0
29,9,2,2,0,452,1,0,8,59,1,0,3,0
28,0,1,1,0,-97,1,0,4,79,1,2,2,0
79,5,1,1,0,4738,0,0,5,151,5,0,3,0
51,0,0,1,0,467,1,0,8,83,1,0,3,0
32,8,2,2,0,0,0,0,1,101,5,6,1,0
36,4,1,2,0,495,0,0,1,157,3,2,2,1
38,2,1,1,0,157,0,1,8,57,11,1,1,0
49,6,1,1,0,358,1,1,8,176,3,0,3,0
42,7,1,1,0,292,1,0,8,222,3,0,3,0
43,1,1,0,0,7343,1,0,6,217,4,0,3,0
34,1,1,1,0,-563,1,0,8,252,1,0,3,0
59,5,2,1,0,351,1,0,8,1063,5,0,3,1
35,11,1,0,0,365,0,0,1,41,2,0,3,0
33,1,2,1,0,13494,1,0,6,27,25,0,3,0
34,0,2,1,0,846,1,0,0,758,2,0,3,0
64,5,1,1,0,1574,0,0,5,301,3,0,3,1
34,2,1,2,0,-28,1,0,5,574,1,0,3,0
77,5,1,2,0,0,0,0,10,847,1,1,2,1
57,5,1,0,0,2927,0,1,5,78,5,0,3,0
30,1,1,1,0,501,1,1,8,514,1,0,3,0
56,3,0,0,1,1238,0,0,6,1558,1,0,3,1
49,11,1,3,0,301,0,0,1,789,2,0,3,0
73,5,1,0,0,1388,0,0,5,146,3,3,2,0
39,9,2,1,0,102,1,0,1,272,2,0,3,0
57,9,0,0,0,13,1,0,8,323,2,2,0,0
32,6,1,1,0,413,1,0,5,712,2,0,3,0
32,9,2,2,0,4665,1,0,8,860,2,0,3,1
45,0,1,1,0,638,1,0,1,75,9,0,3,0
32,1,1,1,0,101,1,0,8,191,4,0,3,0
31,4,1,2,0,1224,1,1,5,1441,2,0,3,1
49,6,1,1,0,1103,0,0,1,428,2,0,3,0
29,7,1,1,0,3748,0,0,8,322,3,0,3,0
55,9,1,1,0,955,1,0,4,104,1,0,3,0
30,0,1,1,0,518,1,0,8,127,1,0,3,0
45,7,2,0,0,1893,1,0,6,1259,6,0,3,1
39,9,1,2,0,14,0,0,4,114,2,0,3,0
36,0,1,1,0,-423,1,1,8,106,1,0,3,0
33,4,1,2,0,3696,0,0,9,305,1,3,0,0
36,4,1,2,0,2987,1,0,1,307,1,0,3,1
31,9,2,1,0,433,0,0,1,1504,2,0,3,0
36,9,1,3,0,756,0,0,5,396,3,0,3,0
38,9,2,2,0,0,1,0,6,71,1,0,3,0
33,11,1,1,0,2727,0,0,1,205,3,0,3,0
40,9,1,1,0,93,1,0,8,134,2,0,3,0
31,1,1,1,0,1766,0,1,6,166,2,0,3,1
39,7,1,1,0,124,1,0,5,81,5,0,3,0
33,0,1,2,0,69,0,1,8,77,2,0,3,0
53,7,0,1,0,0,0,0,7,80,2,0,3,1
38,4,1,2,0,0,1,0,8,537,5,2,0,0
